recordid,datavalue,datasheetid,indicatorid,indicator,datacategory,unitid,unit,subgroupid,subgroup,timeperiodid,timeperiod,sourceid,source,source_catid,area_table_id,area_id,area_parent_id,area_lft,area_rgt,area_name,area_level,datasheet
200395,32000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200500,86000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200772,230000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201044,260000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201300,21000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201572,63000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201844,170000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
202116,190000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205364,97000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205620,11000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205892,27000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206214,86000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206436,170000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206692,14000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206964,93000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207176,300000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207508,71000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207764,8500,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208036,9900,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208248,32000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208564,81000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
208836,720000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209108,2100000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209380,2100000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209636,110000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
209908,900000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210180,2600000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210452,2700000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210708,62000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
210980,590000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
211414,1700000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
211707,1600000,7,96,"Estimated number of people living with HIV","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",53,2001,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
40167,16.8,3,33,"HIV prevalence among men who have sex with men","HIV Prevalence and Epidemiology",1,Percent,504,"Hamsafar Trust Clinic",56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1580,ASIIND,12,9550,10849,India,2,"Men who have Sex with Men (MSM)"
40168,20,3,33,"HIV prevalence among men who have sex with men","HIV Prevalence and Epidemiology",1,Percent,583,"Major urban area",56,2002,742,"UNAIDS_Epidemiological fact sheets update, 2006",3,1580,ASIIND,12,9550,10849,India,2,"Men who have Sex with Men (MSM)"
40169,2,3,33,"HIV prevalence among men who have sex with men","HIV Prevalence and Epidemiology",1,Percent,1003,"Outside major urban area",56,2002,742,"UNAIDS_Epidemiological fact sheets update, 2006",3,1580,ASIIND,12,9550,10849,India,2,"Men who have Sex with Men (MSM)"
40230,23.6,3,33,"HIV prevalence among men who have sex with men","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1855,ASIIND014001,1854,10300,10301,"Mumbai City",4,"Men who have Sex with Men (MSM)"
88492,54,0,37,"HIV prevalence among sex workers","HIV Prevalence and Epidemiology",1,Percent,1003,"Outside major urban area",56,2002,742,"UNAIDS_Epidemiological fact sheets update, 2006",3,1580,ASIIND,12,9550,10849,India,2,"Sex Workers (SW)"
88508,53.2,0,37,"HIV prevalence among sex workers","HIV Prevalence and Epidemiology",1,Percent,1567,"Vasco de Gama FSWs",56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1683,ASIIND006,1580,10639,10644,Goa,3,"Sex Workers (SW)"
88512,54.5,0,37,"HIV prevalence among sex workers","HIV Prevalence and Epidemiology",1,Percent,421,FSWs,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1854,ASIIND014,1580,10231,10302,Maharashtra,3,"Sex Workers (SW)"
94605,7.2,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,2157,ASIIND031,1580,9677,9696,Delhi,3,"People Who Inject Drugs (PWID)"
94619,1.5,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1871,"Major urban area (1)",56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,2136,ASIIND026010,2126,9738,9739,"Calcutta (Kolkata)",4,"People Who Inject Drugs (PWID)"
94620,2,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,2136,ASIIND026010,2126,9738,9739,"Calcutta (Kolkata)",4,"People Who Inject Drugs (PWID)"
94634,33.8,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,2019,ASIIND023001,2018,9972,9973,Chennai,4,"People Who Inject Drugs (PWID)"
94650,0.4,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1925,ASIIND018007,1918,10160,10161,Mon,4,"People Who Inject Drugs (PWID)"
94651,24.6,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1924,ASIIND018006,1918,10162,10163,Tuensang,4,"People Who Inject Drugs (PWID)"
94664,1.6,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1910,ASIIND017001,1909,10190,10191,Aizawl,4,"People Who Inject Drugs (PWID)"
94686,51.6,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1897,ASIIND015007,1890,10216,10217,Imphal,4,"People Who Inject Drugs (PWID)"
94687,14.8,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1896,ASIIND015006,1890,10218,10219,Bishnupur,4,"People Who Inject Drugs (PWID)"
94692,50.8,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1893,ASIIND015003,1890,10224,10225,Churachandpur,4,"People Who Inject Drugs (PWID)"
94720,2.3,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1,Total,56,2002,743,"UNAIDS_Epidemiological fact sheets update, 2008",3,1762,ASIIND011001,1761,10486,10487,Bangalore,4,"People Who Inject Drugs (PWID)"
94780,4,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,583,"Major urban area",56,2002,742,"UNAIDS_Epidemiological fact sheets update, 2006",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
94781,8,4,31,"HIV prevalence among people who inject drugs","HIV Prevalence and Epidemiology",1,Percent,1003,"Outside major urban area",56,2002,742,"UNAIDS_Epidemiological fact sheets update, 2006",3,1580,ASIIND,12,9550,10849,India,2,"People Who Inject Drugs (PWID)"
199310,67000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199558,26000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
199759,180000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200139,200000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200396,32000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200501,78000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
200773,210000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201045,240000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201301,21000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1376,"Total 0-14 yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201573,57000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",201,"Female 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
201845,150000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1405,"Total 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
202117,170000,7,98,"Estimated number of new HIV infections","HIV Prevalence and Epidemiology",10,"Number (Low estimate)",1,Total,56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205365,110000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1,Total,56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205621,11000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1376,"Total 0-14 yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
205893,32000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",201,"Female 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206215,100000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",32,"Number (Estimate)",1405,"Total 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206437,200000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1,Total,56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206693,14000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1376,"Total 0-14 yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
206965,110000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",201,"Female 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
207177,350000,7,94,"Estimated AIDS-related deaths","HIV Prevalence and Epidemiology",9,"Number (High estimate)",1405,"Total 15+ yr",56,2002,938,"UNAIDS_UNAIDS. (2016). HIV Estimates 2000-2015.",3,1580,ASIIND,12,9550,10849,India,2,"People Living with HIV (PLHIV)"
